Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Lebanon,LBN,"Population, total",SP.POP.TOTL,4329340,4401918,4463504,4525508,4599279,4671102,4751136,4844118,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493,5805962
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,887291687.920796,825706961.238689,775777238.55814,1157825434.78971,1511236655.52047,1682343527.49221,1800092563.75462,1682131784.51365,2114426452.2019,2306741672.29006,2556247291.99785,2390702295.82777,2053699870.07191,2412130021.64641,2354980884.15271,2117962430.3041,2271541845.62002
Lesotho,LSO,"Population, total",SP.POP.TOTL,2003913,2000853,1994679,1985059,1971129,1953076,1945063,1953268,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2337423
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,3398419600,3390703400,3422754800,3319596500,3176126300,3513049500,4001047000,4390000000,4750000000
Liberia,LBR,"Population, total",SP.POP.TOTL,2928117,3015338,3094782,3119532,3156892,3301015,3490787,3669050,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031,5612817
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,38270954138.1128,34112093927.254,20481889763.7795,26265625000,33122307692.3077,47334691241.4924,60094231606.642,68032978390.6007,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,45096462972.4014,46636278901.9016
Libya,LBY,"Population, total",SP.POP.TOTL,5305021,5403639,5508410,5619398,5736693,5858798,5980211,6104380,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659,7381023
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2483889858.32312,2491800558.77674,2688618747.38148,3070803051.42164,3454373797.74442,3659319116.88057,4000102086.14635,4601429897.21468,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7912602342.18895,7378156576.2354,8287748667.20832,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,32645,33194,33694,34079,34447,34753,35037,35262,37716,37962,38246,38563,38901,39182,39493,39850,40197
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,11550695727.2335,12260761329.3051,14282292664.6004,18809197969.5431,22743164431.1972,26105207115.3129,30116192746.8942,39729151614.6689,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681,84869215513.3648
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,2877325,2842639,2819200,2811089,2810369,2808380,2831639,2871585,2888055
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,62216885435.9488,65712180342.9836,71085623495.1145,69872035113.6469,73670782100.3909,86386759695.1653,80801680397.0139,87574021091.7525,93197329011.7078
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,582014,596336,607950,620001,630419,640064,653103,666430,677717
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,6774193548.3871,6860272608.45211,7371692774.43404,8246479565.94248,10643253553.184,12160056122.3757,14874098691.9082,18439981612.4086,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,45803067940.4072,50183212761.3484
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,430600,433900,438400,443600,454700,473500,498900,520900,652500,648400,658900,672000,685400,682500,677300,678800,687000
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,4629247203.84524,5438332601.90798,5351701663.40807,6372498889.66585,5064732626.29389,5859269752.61332,6395712490.94304,8524620889.57747,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14354731964.331,15325603272.6073,15869945477.855,17420814800.7045
Madagascar,MDG,"Population, total",SP.POP.TOTL,16516338,17032939,17549913,18071854,18606608,19159707,19730909,20318583,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,31964956
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2537307580.32808,2498008664.6691,5087328437.8737,4669789300.35662,5058726350.48896,5320409651.47544,5818279739.14354,6451210219.11683,7909868618.46366,8943543793.5839,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792,11008925322.5134
Malawi,MWI,"Population, total",SP.POP.TOTL,11315942,11593058,11880440,12181574,12500737,12840031,13198701,13576343,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482,21655286
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534405818.501,162692258307.056,193549569477.733,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,399705137434.074,421972102253.57
Malaysia,MYS,"Population, total",SP.POP.TOTL,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298,35557673
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,624337145.284622,870031676.798793,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579,6975146349.42592
Maldives,MDV,"Population, total",SP.POP.TOTL,282019,286767,291616,296491,301413,306429,313851,324479,443308,458287,473099,487731,502118,516154,524106,525994,527799
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2961484953.86444,3468337942.32063,3908121307.01957,4714071979.68835,7113132069.71577,8009875051.7116,8858863052.70726,10289243720.1844,16743796799.8329,18308362040.0521,20368015381.2413,20477421884.5414,20698560938.7775,22999245262.6719,22374051349.9445,24621545564.8753,26588067731.1692
Mali,MLI,"Population, total",SP.POP.TOTL,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,4036809864.64044,4070867153.47963,4455127397.86786,5418315225.49353,6104141501.07928,6393234964.93061,6749838861.63176,7908412373.84313,12025782885.2772,14161366732.7153,16153779511.1559,16337793530.7788,16409900599.1964,19723563354.6779,19239187083.5194,22210718401.0207,24322006607.9295
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,454505,467106,483903,503912,515490,518150,531113,552747,574346
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,114838500,122406100,131960000,131128500,132900000,138000000,143200000,150500000,201800000,213700000,220000000,232900000,241800000,258900000,253400000,259300000,280357844.229802
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,50706,51123,51425,51639,51791,51906,51992,52035,47709,46529,45285,44007,42706,41367,40077,38827,37548
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709314.1644,10766731873.5407
Mauritania,MRT,"Population, total",SP.POP.TOTL,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,4726108622.47661,4675755867.17657,4906494249.38255,5894873919.74797,6667418752.07307,6576108447.47531,7028810680.89077,8150150209.22501,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12907767789.5967,14101195732.6741,14952555414.8553
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041,1259509
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,742061329749.127,796064590549.136,810666116401.915,765549967888.647,819459227375.022,917571853529.104,1020265057882.01,1102355554880.44,1112233497452.7,1190721475906,1256300182775.8,1304106203902.45,1121064767401.51,1316569466735.28,1466464899303.68,1793798859343.27,1852722885258.11
Mexico,MEX,"Population, total",SP.POP.TOTL,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,325000000,359000000,392000000,394000000,372902690.041619,391601946.963072,415956896.458884,443916782.295594,471425099.488675
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112044,112365,112448,112285,111925,111412,110729,109880,109075,109481,109909,110282,110916,111624,112114,112630,113160
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133,18200340853.6517
Moldova,MDA,"Population, total",SP.POP.TOTL,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2389275
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166,..
Monaco,MCO,"Population, total",SP.POP.TOTL,32455,32447,32422,32374,32307,32210,32057,31837,37276,37678,38154,38109,38050,38527,38931,38956,38631
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,23586055802.4517
Mongolia,MNG,"Population, total",SP.POP.TOTL,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145,3524788
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034,8069536125.80285
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,625353,625982,626438,626753,626590,625053,623591,623529,623831
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,43017455401.8445,43831480207.6444,47077192187.6418,58029363354.2757,66114145451.0067,68852658068.6673,75883823300.8545,86947913286.728,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646,154430996472.752
Morocco,MAR,"Population, total",SP.POP.TOTL,28423435,28814643,29198142,29571415,29953018,30358144,30771178,31186468,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505,38081173
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,5930685214.61595,5650154067.10346,5950769426.60213,6583526860.58062,7937255565.35765,8868504899.94673,9509835536.93373,10811456005.9405,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473,22416650343.4786
Mozambique,MOZ,"Population, total",SP.POP.TOTL,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000,74079772652.4286
Myanmar,MMR,"Population, total",SP.POP.TOTL,45290841,45771139,46232653,46667192,47068772,47438365,47785135,48125043,51495696,51894938,52272247,52640713,53016522,53387102,53756787,54133798,54500091
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,3922232164.83175,3557341215.15159,3349169826.38896,4926439383.51425,6609205994.77406,7248374837.72056,8001779551.06323,8839536475.99963,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12569449123.3661,12408271447.8691,13372354268.5446
Namibia,NAM,"Population, total",SP.POP.TOTL,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,26930980.3429002,22613287.5389074,21017423.6082043,24778159.5806639,30587565.7988334,30282840.1864799,29183626.7145836,23068623.4557157,97276023.0784346,108862278.516511,130937589.753517,124871111.377973,124530027.301054,175513984.500084,152190818.868952,151455967.735319,160350639.549467
Nauru,NRU,"Population, total",SP.POP.TOTL,10168,10130,10082,10059,10060,10049,10034,10020,11150,11324,11477,11587,11643,11709,11801,11875,11947
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258377.90964,9043715355.8881,10325618017.379,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.6209,41047772331.0994,42914268286.7109
Nepal,NPL,"Population, total",SP.POP.TOTL,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,417649282153.726,432536219668.898,475529972122.746,582435617081.96,661224886143.245,688133699635.797,737593995289.411,853499460872.552,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06,1227543925316.41
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17994237
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,3420032041.07385,3297734891.14661,3740056747.71979,4915353827.10576,5895008977.9531,6238629487.01331,6979155387.86792,8819917180.34265,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,223098,227707,232236,236678,240852,244381,247547,250725,283423,283546,283541,283606,284176,285214,287123,289870,292639
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,189100085275.23,206745969246.073,211985631173.205,213006341101.869,213029554653.687,253977931814.967,249509991440.438,255194972673.122,260235932558.996
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4714100,4813600,4900600,4979200,5090200,5111300,5117100,5245000,5338500
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,5109587049.97449,5351752034.2221,5223727302.54906,5322228350.58068,5792932838.40051,6321324279.14826,6763672380.61154,7423375014.75729,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209020361.8508,15634572502.2294,17805842283.8725,19693982967.5926
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5022633,5087825,5149909,5210963,5272912,5342105,5418855,5497243,6232666,6316231,6400080,6483657,6565267,6644741,6730654,6823613,6916140
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2241753192.81158,2448714703.96617,2782192878.67204,3394084732.49543,3760443737.53797,4383315964.58718,4756361252.37923,5731485051.79069,10398861981.7583,11185104251.6943,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852714.4935,16698786973.0228,19537639288.0633
Niger,NER,"Population, total",SP.POP.TOTL,11509630,11920647,12349144,12796984,13265836,13756192,14268581,14803610,20685753,21435446,22188069,22947757,23717613,24502140,25311973,26159867,27032412
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,69171451627.2465,73557840064.489,95054059302.6995,104738954264.226,135764731645.611,175670569969.346,238454997161.48,278260846800.103,404649125252.16,375745731053.427,421739251509.08,474517490844.461,432198898467.795,440833635873.827,477403400101.174,363846332834.618,187759703099.801
Nigeria,NGA,"Population, total",SP.POP.TOTL,126382494,129862595,133471989,137202644,141057045,145017253,149077334,153267261,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,3772859034.20508,3709636030.66578,4018365747.00972,4946296599.08467,5682784471.69722,6258602872.67898,6861226971.55617,8336474973.72949,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15763604287.9867,16685236492.0675
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1827816,1792179
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,1230000000,1560000000,1301000000,1179000000,866000000,914000000,1096000000,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,68356,67984,66778,65421,63938,62354,60682,58941,50773,49959,49077,48129,47528,46979,46078,45143,44278
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,171457201935.968,174239354070.977,195914852576.467,229385469337.024,265268662473.297,309978579743.888,346915160681.708,402643260487.572,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,596297651035.798,482949731776.587,483727398216.364
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519594,5572272
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,22259557867.3602,22205721716.515,23065539661.8986,24733680104.0312,28378933680.104,35506892067.6203,42577633289.987,48300390117.0351,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,109852795838.752,105895708712.614,106942782834.85
Oman,OMN,"Population, total",SP.POP.TOTL,2282131,2310217,2337140,2363796,2404821,2459802,2514795,2570174,4390877,4537396,4597877,4591241,4522497,4500424,4730226,5049269,5281538
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,99484802344.5277,97145618479.9038,97923302809.3537,112371913740.823,132216048339.413,145208562960.767,161871385506.36,184140869997.46,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,337885531778.052,373071855731.539
Pakistan,PAK,"Population, total",SP.POP.TOTL,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,149535800,159453500,162665500,154559900,166391600,191048400,193679700,200903600,298323500,285600000,288546300,281941600,258990800,235752900,255591100,281849100,..
Palau,PLW,"Population, total",SP.POP.TOTL,19178,19352,19503,19659,19820,19819,19593,19302,17797,17812,17814,17798,17792,17783,17759,17727,17695
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,11966497000,12252906300,12800851300,13603456000,15100203400,16623906700,18659721500,21717433800,59760858700,64327688800,67316471200,69778991200,57059846500,67396392500,76276116700,83318176900,86260400000
Panama,PAN,"Population, total",SP.POP.TOTL,3010369,3069537,3129344,3189807,3251155,3313026,3375024,3437490,4029086,4098707,4167860,4234700,4293261,4345405,4400773,4458759,4515577
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911040.70193,9545028944.34579,20758876952.6232,22742699138.356,24109780708.0268,24750626029.8777,23848447849.6081,26109413521.3117,31653185952.609,30816367066.9594,32538480023.9998
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.088,43118053174.5413,44458118399.6669
Paraguay,PRY,"Population, total",SP.POP.TOTL,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226328766459.634,246065570308.155,266958720837.988,289221969059.853
Peru,PER,"Population, total",SP.POP.TOTL,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,83669788376.9213,78921234457.5487,84307345887.543,87039092974.2272,95001999685.3314,107419977318.166,127652926368.069,155980408673.403,318627003016.731,328480736802.76,346841896587.313,376823402239.136,361751145451.597,394087359848.11,404353369604.631,437055627244.424,461617509782.355
Philippines,PHL,"Population, total",SP.POP.TOTL,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,172953527033.013,191823200371.284,199694463255.567,218561225998.47,256268656145.134,306999913150.525,345897630736.173,429715132137.503,473259623976.262,528356723263.073,594616632477.019,602683770144.88,605914186117.953,689170171187.004,695607522884.822,812451128978.58,914696430325.391
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,37970087,37974826,37974750,37965475,37515748,36981559,36821749,36687353,36554707
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898675068.927,289696962620.235,308683317392.68
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10325452,10300300,10283822,10286263,10297081,10361831,10434332,10578174,10701636
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,104336700000,103445526000,100958100000,105126400000,103130900000,106426600000,113843700000,118375000000,125841500000
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3480432,3410837,3290690,3302691,3281590,3262711,3220137,3203792,3203295
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,151732181868.132,161099122225.275,183334953818.681,176371267692.308,144411363351.648,179732009560.44,235709325714.286,213002809340.659,217982967032.967
Qatar,QAT,"Population, total",SP.POP.TOTL,644989,677925,711205,744682,773332,825408,972831,1208595,2477113,2545820,2580734,2638657,2794148,2504910,2657333,2656032,2857822
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,185290759248.844,210147385855.419,243468683030.34,251677082534.495,252033792712.145,286578196368.297,296354358293.475,350775856415.189,382767571329.158
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,19702267,19588715,19473970,19371648,19265250,19122059,19048502,19059479,19069340
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1276786350881.14,1574199360089,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2291612121334.64,2071505725030.58,2173835806671.66
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,145015460,145293260,145398106,145453291,145245148,144746762,144236933,143826130,143533851
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,8695272060.67925,9252833894.1905,9637904518.99702,10349300276.7623,10174386854.812,11078787095.1791,13316161005.7244,14331722700.3249,14251642231.4932
Rwanda,RWA,"Population, total",SP.POP.TOTL,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,11919183,12202060,12487996,12776103,13065837,13355260,13651030,13954471,14256567
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185,938189443.830393,1068025243.63929
Samoa,WSM,"Population, total",SP.POP.TOTL,181685,183166,184471,185430,186249,186978,187709,188753,203499,205415,207582,209780,211944,213779,215261,216663,218019
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,1468343139.74326,1528620346.31168,1655353653.05934,1616232125.12587,1544714493.24409,1855395999.76534,1831700577.08904,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,26799,27143,27491,27843,29457,29836,30184,31211,33101,33825,34522,34663,34770,34252,33755,33860,33977
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,678976264.835436,764274042.735043
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,144018,146375,149922,153814,157705,161639,165638,169700,203689,206970,210187,213392,217435,221961,226305,230871,235536
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,189514933333.333,184137600000,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,689279466666.667,741266133333.333,886564800000,888890133333.333,767951200000,982661066666.667,1239075200000,1218584533333.33,1237529866666.67
